n_clusters,max_features,min_df,max_df,merge_small,min_cluster_size,n_clusters_final,silhouette
95,10000,5,0.15,True,30,39,0.012416081281745431
100,7000,2,0.25,True,30,31,0.012174761516023879
100,10000,7,0.11,True,30,36,0.012156316761132335
95,10000,5,0.2,True,30,39,0.01214075417402641
90,7000,2,0.3,True,30,34,0.01199553124702023
100,7000,2,0.3,True,30,34,0.011990248447892454
100,10000,2,0.3,True,30,34,0.011891305626165782
100,10000,5,0.3,True,30,36,0.011807767305487252
100,10000,7,0.15,True,30,32,0.011539291530162718
100,10000,5,0.11,True,30,39,0.011175688829891934
100,10000,7,0.2,True,30,36,0.011159776578630941
95,10000,7,0.2,True,30,33,0.011060506515184716
95,7000,7,0.25,True,30,31,0.010881199287831234
100,7000,2,0.2,True,30,34,0.01073400933371818
100,7000,7,0.3,True,30,31,0.010540179857793376
100,10000,2,0.11,True,30,37,0.010513563322928961
100,10000,2,0.15,True,30,31,0.010378794540103839
100,10000,5,0.2,True,30,32,0.010313202114035665
95,10000,2,0.25,True,30,36,0.010269044003126455
100,7000,2,0.11,True,30,32,0.009933695526428978
100,10000,5,0.15,True,30,36,0.00932014332113128
95,10000,2,0.11,True,30,31,0.009319518360665463
